0,1,2
81.4325,21.55084,anomaly
98.27869,-22.209234,anomaly
106.51956,25.552553,anomaly
91.2854,19.382862,anomaly
69.13246,12.092083,anomaly
68.84292,11.898651,anomaly
75.235825,13.744697,anomaly
83.97821,-8.049065,anomaly
74.477325,13.335362,anomaly
101.131226,-19.82013,anomaly
-23.535847,-72.626434,anomaly
70.9335,-14.8096695,anomaly
77.612404,10.903245,anomaly
72.98547,-2.1141207,anomaly
51.05322,21.368275,anomaly
64.60849,4.479119,anomaly
67.023705,6.9164667,anomaly
64.4253,7.6869283,anomaly
69.128525,13.361462,anomaly
76.11339,17.987614,anomaly
66.70532,7.539597,anomaly
69.06745,13.317191,anomaly
60.729153,17.56309,anomaly
72.94134,-2.1845043,anomaly
-24.517855,-77.01557,anomaly
71.90144,13.340522,anomaly
67.15651,8.321853,anomaly
63.41851,-8.073596,anomaly
60.695164,17.676497,anomaly
91.08072,19.329363,anomaly
100.144806,4.883211,anomaly
96.75815,-3.8105528,anomaly
69.69149,20.868752,anomaly
71.018196,-14.7933445,anomaly
68.52841,17.028841,anomaly
76.42405,15.700402,anomaly
69.28915,2.2089047,anomaly
87.675766,15.70763,anomaly
16.945824,-54.044685,anomaly
75.940796,2.3159158,anomaly
95.35444,-0.54332095,anomaly
70.253685,4.5547514,anomaly
27.633923,14.546462,anomaly
75.060555,14.209036,anomaly
72.57304,8.834298,anomaly
100.096596,4.9861584,anomaly
69.3043,2.2058828,anomaly
62.406548,1.5975549,anomaly
62.97194,12.465486,anomaly
82.00376,10.098438,anomaly
79.881226,-28.221127,anomaly
66.79112,4.7805734,anomaly
69.6693,20.873804,anomaly
-23.433414,-72.07269,anomaly
58.3298,11.3002405,anomaly
60.694817,17.677412,anomaly
20.55135,-35.088505,anomaly
95.99025,0.8180096,anomaly
86.29133,23.916424,anomaly
67.69822,4.7047687,anomaly
65.959366,-0.5442918,anomaly
75.53614,15.605995,anomaly
100.09308,4.6604056,anomaly
70.95555,15.359104,anomaly
70.95615,15.359679,anomaly
69.98662,13.110628,anomaly
66.544914,4.1343327,anomaly
13.528051,-38.834732,anomaly
86.24133,23.91341,anomaly
68.73324,13.114025,anomaly
75.944214,2.3127391,anomaly
75.9409,2.3157074,anomaly
51.071068,21.373564,anomaly
87.67099,15.713578,anomaly
76.13302,18.018959,anomaly
73.00393,-2.1726098,anomaly
-53.658115,-25.820215,anomaly
68.59326,7.5791674,anomaly
71.19829,25.42663,anomaly
75.58732,14.926332,anomaly
58.141693,11.4230795,anomaly
90.18891,18.658138,anomaly
74.32669,13.562391,anomaly
-23.61582,-73.27036,anomaly
29.251585,14.790062,anomaly
68.58989,7.659391,anomaly
-23.771887,-74.3268,anomaly
75.7101,16.43642,anomaly
74.69002,10.328565,anomaly
92.81361,0.07851907,anomaly
62.450428,1.6889708,anomaly
87.66634,15.706468,anomaly
58.18193,11.396201,anomaly
74.730255,13.910633,anomaly
72.986946,-2.1158185,anomaly
69.6825,20.868862,anomaly
60.729782,17.563862,anomaly
67.9772,7.0527563,anomaly
91.30355,19.93326,anomaly
99.7528,3.9188464,anomaly
92.80065,0.08672834,anomaly
81.94087,10.09656,anomaly
71.092865,-14.785936,anomaly
81.41819,21.538225,anomaly
65.96744,15.278986,anomaly
-23.939234,-74.903824,anomaly
72.88873,15.984672,anomaly
62.97307,12.465484,anomaly
30.021368,1.8573824,anomaly
62.974766,12.469841,anomaly
77.6183,10.925599,anomaly
73.70322,-13.767682,anomaly
14.30127,-38.815876,anomaly
74.690025,10.328572,anomaly
66.00025,-0.41207945,anomaly
91.31109,19.42242,anomaly
75.20055,13.95831,anomaly
70.10516,-32.97332,anomaly
73.70722,12.290324,anomaly
67.54381,7.3706665,anomaly
71.95219,13.38497,anomaly
77.53126,20.98102,anomaly
80.19565,17.97848,anomaly
76.050674,17.838411,anomaly
67.275764,10.192471,anomaly
96.253456,0.5271514,anomaly
-23.594944,-73.13907,anomaly
90.16205,18.632517,anomaly
84.379364,-7.8522835,anomaly
66.585045,5.933826,anomaly
76.16076,18.095293,anomaly
64.31312,4.363117,anomaly
74.509346,13.748489,anomaly
65.78582,19.75169,anomaly
96.141304,0.70317304,anomaly
66.90613,7.871959,anomaly
68.479164,17.079323,anomaly
75.092705,14.847463,anomaly
-24.790148,-77.44197,anomaly
68.128174,7.4399676,anomaly
71.01001,-14.794765,anomaly
86.24841,23.91897,anomaly
64.53811,4.397297,anomaly
84.379776,-7.852165,anomaly
100.366714,5.512185,anomaly
-23.395077,-71.93715,anomaly
69.29328,2.2091005,anomaly
66.06915,5.425438,anomaly
78.34082,25.613186,anomaly
86.24125,23.913767,anomaly
71.19522,25.428282,anomaly
73.54037,20.701872,anomaly
71.21091,25.509077,anomaly
66.45942,6.4221816,anomaly
91.33832,19.412193,anomaly
67.25463,7.8323755,anomaly
72.98641,-2.115819,anomaly
72.56527,8.821602,anomaly
66.54426,6.6525803,anomaly
14.294399,-39.249737,anomaly
77.61222,10.902199,anomaly
74.23376,13.218818,anomaly
66.83931,6.1350646,anomaly
71.21193,25.501646,anomaly
70.9502,15.354705,anomaly
79.257805,14.032562,anomaly
62.974545,12.465949,anomaly
68.72293,13.10856,anomaly
84.379776,-7.852165,anomaly
86.24388,23.914505,anomaly
84.37662,-7.852638,anomaly
70.089355,9.567264,anomaly
106.51855,25.55276,anomaly
81.941216,10.096933,anomaly
86.28998,23.919136,anomaly
-23.355211,-71.85339,anomaly
-23.388546,-71.92075,anomaly
91.362305,19.452112,anomaly
65.41339,11.007439,anomaly
65.7649,19.800632,anomaly
84.37549,-7.8529987,anomaly
81.41798,21.538134,anomaly
100.353645,5.336491,anomaly
30.307058,1.9024951,anomaly
75.940865,2.3155274,anomaly
79.257614,14.032616,anomaly
65.764725,19.741486,anomaly
71.01521,-14.7937155,anomaly
75.59682,16.176771,anomaly
65.16833,5.567144,anomaly
62.936172,12.521162,anomaly
68.28749,6.74106,anomaly
68.690414,13.09197,anomaly
52.702465,30.159729,anomaly
-23.580532,-73.06063,anomaly
75.08934,15.415074,anomaly
86.241844,23.913855,anomaly
76.09304,17.912834,anomaly
51.070194,21.373306,anomaly
65.987564,15.306888,anomaly
68.533905,17.03439,anomaly
76.1302,18.052782,anomaly
66.00799,6.16605,anomaly
72.623695,8.88021,anomaly
73.5394,20.701887,anomaly
70.905495,-14.813494,anomaly
30.302233,1.9017614,anomaly
66.850716,4.7662153,anomaly
75.12079,13.613675,anomaly
71.132195,6.72587,anomaly
77.48816,20.906681,anomaly
75.941696,2.3164458,anomaly
62.975624,12.475861,anomaly
78.37489,25.677511,anomaly
78.3756,25.680502,anomaly
84.3756,-7.852991,anomaly
72.62474,8.879435,anomaly
69.66883,12.41077,anomaly
63.838696,8.072638,anomaly
-24.589638,-77.19568,anomaly
69.299904,2.2067747,anomaly
87.675575,15.709967,anomaly
69.6814,20.939938,anomaly
87.66998,15.709709,anomaly
30.308025,1.9026741,anomaly
69.03953,13.314196,anomaly
75.34924,14.197379,anomaly
66.96118,5.5766964,anomaly
-24.101994,-75.72657,anomaly
106.51874,25.552385,anomaly
87.53234,18.115171,anomaly
82.74692,15.08985,anomaly
77.618416,10.925453,anomaly
76.12064,17.99582,anomaly
60.72917,17.562983,anomaly
86.2859,23.930426,anomaly
64.58229,7.860926,anomaly
96.10125,0.6652877,anomaly
75.94077,2.315736,anomaly
82.6618,15.067427,anomaly
62.446926,1.6851114,anomaly
74.68944,10.328482,anomaly
75.881996,17.000307,anomaly
71.12214,6.7118554,anomaly
71.45331,-14.639696,anomaly
80.19585,17.978432,anomaly
65.41339,11.007148,anomaly
75.274734,14.9448805,anomaly
75.66141,16.163172,anomaly
62.449177,1.6866477,anomaly
68.145584,7.203732,anomaly
77.485664,20.90242,anomaly
90.78731,19.140055,anomaly
69.01682,13.2969885,anomaly
87.672905,15.71048,anomaly
67.78338,5.9036527,anomaly
67.27415,10.191026,anomaly
100.35617,5.566258,anomaly
63.74688,8.080393,anomaly
-24.05127,-75.341965,anomaly
67.212746,4.989674,anomaly
93.01635,19.60342,anomaly
99.469406,3.0434482,anomaly
71.94991,13.385078,anomaly
61.366463,-7.7578263,anomaly
68.27811,7.2529807,anomaly
-88.36794,-55.21034,anomaly
82.660515,15.067548,anomaly
75.97272,17.600492,anomaly
71.19813,25.426743,anomaly
60.69585,17.677,anomaly
80.28829,18.01799,anomaly
84.379364,-7.8522835,anomaly
82.00375,10.098416,anomaly
75.78283,16.330645,anomaly
67.319664,8.113048,anomaly
66.52041,6.773747,anomaly
30.306952,1.9024781,anomaly
79.25779,14.032581,anomaly
74.87382,14.124109,anomaly
60.729168,17.562979,anomaly
-25.431952,-78.40915,anomaly
90.61305,19.014782,anomaly
58.5706,11.165835,anomaly
74.440025,13.720517,anomaly
66.80567,7.9399796,anomaly
-25.430597,-78.405205,anomaly
60.729572,17.563656,anomaly
65.99727,-0.40848255,anomaly
75.38631,16.313398,anomaly
91.33066,19.412209,anomaly
71.12619,6.7223506,anomaly
-24.589832,-77.164604,anomaly
84.379776,-7.852165,anomaly
70.946686,-14.805928,anomaly
75.84345,7.0542636,anomaly
100.3829,5.5759535,anomaly
69.11518,12.08116,anomaly
65.99638,-0.40593705,anomaly
60.903625,5.9177456,anomaly
82.68586,15.057685,anomaly
75.08344,15.420623,anomaly
60.903263,5.917755,anomaly
81.05806,31.50302,anomaly
106.51613,25.553013,anomaly
64.32988,7.7587504,anomaly
75.870674,7.0880556,anomaly
91.06888,19.304184,anomaly
49.796085,-23.362574,normal
88.85623,-48.81617,normal
42.546547,46.030014,normal
-31.710524,34.900764,normal
23.544119,26.54224,normal
35.198128,48.00783,normal
23.84596,49.414703,normal
-5.233441,3.2523966,normal
3.8011322,35.762527,normal
57.226505,-88.66281,normal
81.86242,-24.453789,normal
17.789131,69.52163,normal
-95.998146,27.945477,normal
-22.545015,36.20903,normal
-18.423716,95.2683,normal
8.851317,-100.151245,normal
92.68096,0.047315903,normal
-25.188313,-96.86066,normal
-84.82727,39.45779,normal
-16.837494,-32.657272,normal
90.30814,-61.381783,normal
-50.452156,13.709848,normal
-23.123108,24.361298,normal
3.8063834,10.683842,normal
13.7034645,90.78712,normal
-25.27661,-92.415886,normal
-5.3314624,-61.637863,normal
-7.523896,-105.12886,normal
28.168552,-18.09492,normal
-52.571575,-25.000546,normal
-24.308487,-17.483109,normal
36.931038,18.624422,normal
46.22566,-54.24585,normal
-2.3814847,-53.456253,normal
22.15164,-34.207542,normal
15.226648,63.880215,normal
-11.042746,3.7442808,normal
-17.812084,58.026123,normal
5.863664,13.367399,normal
-96.28145,1.2721719,normal
89.42914,-57.86713,normal
-5.8821545,5.574812,normal
-108.78869,-10.639333,normal
-31.143476,-89.98324,normal
-2.3342614,-20.154331,normal
65.091125,-61.218037,normal
-52.57098,50.553802,normal
59.440006,-60.15377,normal
-38.586437,22.811716,normal
25.56156,48.213173,normal
72.41046,57.74432,normal
-2.5438237,-0.28037718,normal
26.211178,71.12996,normal
-37.899925,13.814295,normal
-37.756172,64.736725,normal
8.030696,90.95974,normal
65.08143,48.847843,normal
-70.19314,-18.403122,normal
21.934515,1.3042157,normal
66.583885,58.841988,normal
-48.55227,83.957794,normal
11.580191,20.58536,normal
105.16632,6.9221716,normal
-21.265892,87.11899,normal
9.061643,21.017681,normal
-66.159355,-9.447398,normal
97.23122,-23.103746,normal
-38.561665,-84.928474,normal
-20.139881,-25.705898,normal
-45.691463,-78.42557,normal
14.697775,-57.21201,normal
44.558163,16.106125,normal
-46.206158,76.17028,normal
79.621025,-58.72917,normal
-1.991998,33.25839,normal
-78.505486,0.4162625,normal
8.456902,20.859003,normal
32.79844,16.560638,normal
-37.07878,64.84511,normal
31.432161,22.439157,normal
-13.332527,56.960865,normal
34.000263,-74.692696,normal
16.557478,-35.12761,normal
0.9896272,39.503773,normal
20.123032,-18.714865,normal
26.518564,-89.55158,normal
31.680775,-10.511611,normal
97.21978,-23.12908,normal
-3.184897,33.14966,normal
43.846558,-25.600512,normal
15.418852,48.5974,normal
40.752747,15.445622,normal
70.37608,38.805943,normal
74.05254,-13.730093,normal
-24.615986,-15.623912,normal
50.829967,-20.928999,normal
-14.267408,-14.895289,normal
-1.7960596,-17.627901,normal
-12.703582,5.488928,normal
-3.9835162,69.168015,normal
7.723479,62.874565,normal
40.531254,16.923027,normal
29.04407,-15.951696,normal
35.601246,15.156841,normal
-52.571575,-25.000546,normal
-83.19553,-31.427958,normal
-20.009447,9.900675,normal
0.6516997,-10.745484,normal
-6.6102295,-29.003397,normal
20.09612,3.4046319,normal
-26.820627,63.124622,normal
-53.961006,-3.4046075,normal
-52.571575,-25.000546,normal
9.90953,8.690981,normal
-0.94914854,65.69403,normal
-5.895723,54.329876,normal
-10.946333,-31.56019,normal
39.352764,50.034145,normal
40.231483,64.36351,normal
-0.26850536,21.292233,normal
27.813723,-9.992253,normal
44.557774,16.105606,normal
-2.3223002,-27.014982,normal
-0.33375916,62.18252,normal
40.284683,-48.535805,normal
10.028988,-87.513084,normal
96.390274,-23.782269,normal
22.530476,41.926468,normal
42.04942,47.19636,normal
-36.640663,-0.3813012,normal
-36.40965,29.621405,normal
78.28818,-33.144848,normal
11.73931,51.944244,normal
-34.797207,7.9618406,normal
-8.949537,14.975924,normal
-23.930513,73.31504,normal
-37.10019,-24.362339,normal
-35.132122,11.855608,normal
-46.206184,76.17032,normal
2.7831306,15.17692,normal
-83.19553,-31.427958,normal
-25.369106,-19.282574,normal
-112.09528,4.4421988,normal
65.97653,57.728893,normal
-10.457205,-103.94732,normal
-34.640285,89.641106,normal
16.394873,66.82095,normal
82.03425,-20.135723,normal
-76.05323,87.60322,normal
-46.354324,31.68494,normal
25.002068,-31.961132,normal
5.977189,49.292747,normal
-22.181908,-54.872227,normal
-92.57616,48.183548,normal
61.457108,-7.7128553,normal
3.7263606,92.367035,normal
-57.681694,68.37924,normal
-27.659628,7.409883,normal
-5.0043592,64.762505,normal
79.60125,-58.723633,normal
47.800182,-32.548206,normal
-84.7971,-15.777955,normal
55.455788,33.597305,normal
23.022055,61.348583,normal
23.636118,-10.014582,normal
-41.926792,22.91072,normal
4.0294113,20.907768,normal
105.905556,3.303333,normal
-9.85526,-24.973309,normal
23.963432,0.80142105,normal
-78.505486,0.4162625,normal
-77.893585,30.986032,normal
-66.94609,-29.565565,normal
3.7293067,-38.943474,normal
13.284406,-88.01602,normal
-53.658115,-25.820215,normal
-2.229856,9.943697,normal
-23.488075,-32.63945,normal
16.075827,48.450825,normal
15.868203,49.937595,normal
28.985794,-51.192856,normal
-23.904455,71.72101,normal
42.304905,-51.895073,normal
84.94485,35.41024,normal
26.7061,58.66273,normal
-6.0625396,1.0581607,normal
-63.0264,10.028076,normal
24.844116,57.574303,normal
49.510548,-34.402477,normal
-1.8077928,-13.919984,normal
10.886216,52.95029,normal
65.12965,54.232143,normal
9.680394,21.131645,normal
25.675121,57.28211,normal
-41.368896,7.753159,normal
-8.780562,66.09936,normal
26.487074,65.542885,normal
-19.48324,1.9319282,normal
-20.469501,-80.92752,normal
-35.241894,89.037285,normal
-3.1730871,-57.674957,normal
-25.188364,-96.86102,normal
84.39598,36.560013,normal
-33.97835,66.01867,normal
3.3715575,-75.433014,normal
-84.26416,13.356554,normal
-21.34421,-16.247616,normal
-1.2801579,65.752174,normal
79.621025,-58.72917,normal
50.09469,20.991354,normal
-106.5368,11.832372,normal
45.288345,-32.086243,normal
-37.22065,-71.09922,normal
75.068596,-31.405634,normal
-18.943693,58.711777,normal
-33.597084,-55.682476,normal
5.863666,13.367398,normal
-36.40965,29.621405,normal
-11.29153,81.12144,normal
103.26704,9.398541,normal
65.12965,54.232143,normal
-2.8197653,99.026886,normal
-57.341137,-49.424328,normal
18.526083,-9.968058,normal
76.45628,-30.988913,normal
-1.5403531,-24.275928,normal
5.7719507,14.491609,normal
-51.025734,-67.795006,normal
-7.9454727,105.39723,normal
21.455616,62.28312,normal
52.135136,-20.577993,normal
-11.0552025,-0.57255805,normal
-84.7971,-15.777955,normal
-18.65155,55.895557,normal
-15.49306,-22.037441,normal
-18.166878,95.02043,normal
-78.505486,0.4162625,normal
24.782772,-90.97023,normal
99.98144,-3.955647,normal
-53.813793,-3.323325,normal
5.3070874,31.504866,normal
61.77385,-70.42846,normal
-23.765015,85.397484,normal
25.039606,46.876366,normal
-41.63282,7.878475,normal
-45.241245,-78.913605,normal
-34.44773,-33.92276,normal
46.004963,-57.998802,normal
-38.833057,68.7322,normal
-37.015205,-10.627712,normal
41.613808,12.66952,normal
-45.205418,41.868908,normal
-64.57967,9.943808,normal
34.91857,62.134125,normal
8.014423,93.96633,normal
-14.483044,-57.52657,normal
-27.910963,-54.01505,normal
96.71971,-3.9740062,normal
-11.716975,-87.04437,normal
32.166733,14.988106,normal
76.50015,47.74133,normal
18.797009,-29.287472,normal
4.070261,32.257496,normal
-125.07043,7.628697,normal
-45.205418,41.868908,normal
-66.94609,-29.565565,normal
-108.78869,-10.639333,normal
-13.873289,-58.976746,normal
79.60822,-58.725533,normal
4.19638,-103.295135,normal
-35.550896,-23.481417,normal
-42.582676,-11.071619,normal
-3.9343483,57.40723,normal
-106.5368,11.832372,normal
-96.28145,1.2721719,normal
-12.721224,-86.12727,normal
-2.4455206,9.831341,normal
19.836992,90.167885,normal
-10.13036,62.784813,normal
-108.50315,-0.5125763,normal
27.004787,-89.09154,normal
13.8954935,-57.752068,normal
90.30814,-61.381783,normal
81.4334,-59.68372,normal
63.52548,-7.3722286,normal
20.279028,3.6442716,normal
-37.753433,64.73662,normal
-36.84559,-86.508255,normal
99.13738,-21.520454,normal
6.117708,24.142473,normal
24.865469,74.030396,normal
-31.13469,79.30036,normal
30.928366,-75.678246,normal
10.314934,41.690224,normal
65.02176,43.19924,normal
65.72825,-50.011883,normal
-10.872253,-44.798065,normal
-24.699387,-32.757965,normal
8.976757,16.570196,normal
7.4922776,59.264446,normal
-18.166878,95.02043,normal
-64.30225,-15.171852,normal
-23.355211,-71.85339,normal
17.56676,-72.23971,normal
0.45695344,94.82983,normal
-45.07543,-58.11006,normal
10.500662,90.66263,normal
1.6186148,-83.58555,normal
74.48859,-27.511549,normal
94.63444,-38.16002,normal
-10.561849,56.616543,normal
-106.5368,11.832372,normal
-50.452156,13.709848,normal
-7.915992,-44.014107,normal
25.22525,-25.865782,normal
97.664154,-22.751926,normal
33.15316,-79.113495,normal
42.655895,12.639737,normal
-87.9179,49.79949,normal
-50.83939,12.463803,normal
-84.7971,-15.777955,normal
-38.833057,68.7322,normal
-15.248412,-14.862143,normal
-18.218279,95.035034,normal
-7.944147,105.4027,normal
-33.564926,-13.275446,normal
-35.241894,89.037285,normal
5.5264964,69.93328,normal
-21.495272,18.969997,normal
57.226505,-88.66281,normal
79.609955,-58.726536,normal
3.3208053,89.80469,normal
37.076904,-20.502592,normal
-12.9652815,62.20388,normal
-26.355232,50.07733,normal
-34.756676,9.234921,normal
-6.7628884,94.37689,normal
-58.62232,102.84757,normal
57.226505,-88.66281,normal
11.632512,20.400198,normal
27.054138,61.85481,normal
-33.78791,-88.18428,normal
-36.508163,-68.18425,normal
-11.803317,9.66484,normal
-88.74846,-31.926348,normal
